PN,policycode
866699027792078,P4404
863158026730285,P4405
863158026715807,P4406
863158026716201,P4407
863158026729261,P4408
863158026714800,P4409
863158026707960,P4410
863158026718009,P4411
863158026703282,P4412
863158026718264,P4413
863158026715203,P4414
866699027792227,P4415
863158026721672,P4416
863158026722985,P4417
863158026702102,P4418
863158026732091,P4419
863158026708299,P4420
863158026732018,P4421
863158026716367,P4422
863158026709743,P4423
863158026724007,P4424
866699027793142,P4425
863158026716839,P4426
863158026721136,P4427
863158026719122,P4428
863158026710386,P4429
863158026732661,P4430
863158026718868,P4431
863158026732760,P4432
863158026715567,P4433
863158026723199,P4434
863158026713166,P4435
863158026706442,P4436
866699027794991,P4437
863158026701898,P4438
863158026702839,P4439
863158026734204,P4440
863158026717977,P4441
863158026715369,P4442
863158026731754,P4443
863158026719072,P4444
863158026707366,P4445
863158026733677,P4446
863158026726085,P4447
863158026704694,P4448
863158026704850,P4449
863158026717639,P4450
863158026725277,P4451
863158026721680,P4452
863158026702425,P4453
863158026725376,P4454
863158026718926,P4455
863158026703704,P4456
863158026733297,P4457
866699027794306,P4458
863158026716953,P4459
863158026728800,P4460
863158026720740,P4461
863158026709644,P4462
863158026708281,P4463
863158026711129,P4464
866699027796046,P4465
863158026710782,P4466
863158026717464,P4467
863158026726127,P4468
863158026711343,P4469
863158026710840,P4470
863158026719957,P4471
866699027794082,P4472
863158026733354,P4473
863158026724783,P4474
863158026723744,P4475
866699027794645,P4476
863158026708760,P4477
863158026708216,P4478
863158026722522,P4479
863158026724650,P4480
863158026733057,P4481
863158026710527,P4482
863158026722167,P4483
863158026713869,P4484
863158026711152,P4485
863158026727877,P4486
863158026732893,P4487
863158026710451,P4488
863158026726069,P4489
863158026733388,P4490
863158026721862,P4491
863158026704785,P4492
863158026713760,P4493
863158026702862,P4494
863158026719411,P4495
863158026711392,P4496
863158026710253,P4497
863158026723728,P4498
863158026733032,P4499
863158020782753,P4500
863158026724270,P4501
863158026729584,P4502
866699027791989,P4503
863158026706780,P4504
863158026709305,P4505
863158026728560,P4506
863158026732646,P4507
863158026708240,P4508
863158026730863,P4509
863158026722639,P4510
863158026715716,P4511
863158026711111,P4512
863158026715856,P4513
863158026713034,P4514
863158026708117,P4515
863158026707721,P4516
863158026727281,P4517
866699027795204,P4518
866699027792078,P4519
863158026708000,P4520
863158026722381,P4521
863158026703571,P4522
863158026722928,P4523
863158026705436,P4524
863158026734196,P4525
863158026715419,P4526
863158026718009,P4527
863158026720781,P4528
863158026723702,P4529
863158026702102,P4530
863158026724098,P4531
863158026732091,P4532
863158026718264,P4533
863158026713562,P4534
863158026715203,P4535
863158026730285,P4536
863158026710386,P4537
863158026725277,P4538
863158026722704,P4539
863158026721672,P4540
863158026714800,P4541
863158026715567,P4542
863158026715807,P4543
863158026711434,P4544
863158026709198,P4545
863158026709198,P4546
863158026701740,P4547
863158026711947,P4548
863158026712952,P4549
863158026712028,P4550
863158026717159,P4551
863158026725244,P4552
863158026711483,P4553
866699027791963,P4554
863158026706814,P4555
863158026719387,P4556
863158026718140,P4557
863158026719759,P4558
863158026734998,P4559
863158026724114,P4560
863158026705030,P4561
863158026722324,P4562
863158026709271,P4563
863158026724627,P4564
863158026718181,P4565
863158026712051,P4566
863158026729600,P4567
866699027794223,P4568
866699027792425,P4569
863158026718942,P4570
863158026721383,P4571
863158026714289,P4572
863158026721375,P4573
863158026708604,P4574
863158026701740,P4575
863158026724882,P4576
863158026721649,P4577
863158026713182,P4578
863158026717159,P4579
863158026712952,P4580
863158026712028,P4581
863158026725244,P4582
863158026711947,P4583
863158026712671,P4584
866699027791963,P4585
863158026712812,P4586
863158026713281,P4587
863158026716847,P4588
863158026712887,P4589
863158026706814,P4590
863158026719387,P4591
863158026719759,P4592
863158026718140,P4593
863158026724114,P4594
863158026733545,P4595
863158026716599,P4596
863158026734998,P4597
863158026719825,P4598
863158026719858,P4599
863158026709198,P4600
863158026720948,P4601
863158026716698,P4602
863158026705030,P4603
863158026714818,P4604
863158026723553,P4605
863158026722324,P4606
863158026725707,P4607
863158026720377,P4608
863158026706251,P4609
863158026704819,P4610
863158026729600,P4611
863158026718082,P4612
863158026706475,P4613
863158026725913,P4614
863158026714719,P4615
863158026710741,P4616
863158026724643,P4617
863158026724031,P4618
863158026725418,P4619
863158026729535,P4620
863158026715161,P4621
863158026717498,P4622
863158026709271,P4623
863158026713133,P4624
863158026711483,P4625
863158026734121,P4626
863158026711780,P4627
863158026713224,P4628
863158026716516,P4629
863158026718850,P4630
863158026716987,P4631
863158026713729,P4632
863158026718181,P4633
863158026724627,P4634
866699027794223,P4635
863158026718942,P4636
863158026714289,P4637
863158026721383,P4638
863158026721375,P4639
863158026708604,P4640
863158026701740,P4641
863158026724882,P4642
863158026721649,P4643
863158026713182,P4644
866699027792425,P4645
863158026712952,P4646
863158026717159,P4647
863158026712028,P4648
863158026725244,P4649
863158026711947,P4650
866699027791963,P4651
863158026712671,P4652
863158026713281,P4653
863158026716847,P4654
863158026712887,P4655
863158026719759,P4656
863158026734998,P4657
863158026718140,P4658
863158026733545,P4659
863158026716599,P4660
863158026724114,P4661
863158026724031,P4662
863158026719858,P4663
863158026718082,P4664
863158026706251,P4665
863158026713133,P4666
863158026716698,P4667
863158026720377,P4668
863158026723553,P4669
863158026714719,P4670
863158026725418,P4671
863158026729600,P4672
863158026725707,P4673
863158026725913,P4674
863158026720948,P4675
863158026717498,P4676
863158026711780,P4677
863158026713729,P4678
863158026724627,P4679
863158026713224,P4680
863158026716987,P4681
863158026715161,P4682
863158026718181,P4683
863158026721375,P4684
863158026718942,P4685
863158026712051,P4686
863158026718850,P4687
866699027794223,P4688
863158026721383,P4689
863158026701740,P4690
863158026708604,P4691
863158026713182,P4692
863158026724882,P4693
863158026721649,P4694
863158026712028,P4695
863158026712952,P4696
863158026725244,P4697
863158026717159,P4698
863158026711947,P4699
863158026712671,P4700
866699027791963,P4701
863158026713281,P4702
863158026716847,P4703
863158026719759,P4704
863158026718140,P4705
863158026733545,P4706
863158026716599,P4707
863158026713133,P4708
863158026724114,P4709
863158026714719,P4710
863158026711780,P4711
863158026716698,P4712
863158026719858,P4713
863158026711947,P4714
863158026717159,P4715
863158026721649,P4716
863158026706814,P4717
863158026719387,P4718
863158026718140,P4719
863158026719759,P4720
863158026734998,P4721
863158026724114,P4722
863158026722324,P4723
863158026709271,P4724
863158026712051,P4725
863158026729600,P4726
866699027792425,P4727
863158026718942,P4728
863158026714289,P4729
863158026721375,P4730
863158026708604,P4731
863158026711947,P4732
863158026712671,P4733
863158026733545,P4734
863158026716599,P4735
863158026734998,P4736
863158026719858,P4737
863158026717498,P4738
863158026711780,P4739
863158026716987,P4740
863158026718181,P4741
863158026718942,P4742
863158026714289,P4743
863158026721375,P4744
863158026708604,P4745
863158026706814,P4746
863158026717159,P4747
863158026711947,P4748
863158026712671,P4749
863158026734998,P4750
863158026733545,P4751
863158026719858,P4752
863158026712952,P4753
863158026713182,P4754
863158026711483,P4755
863158026720948,P4756
863158026724627,P4757
863158026718181,P4758
866699027794223,P4759
863158026701740,P4760
863158026724882,P4761
863158026721649,P4762
863158026713182,P4763
863158026717159,P4764
863158026713281,P4765
863158026716847,P4766
863158026712887,P4767
863158026719387,P4768
863158026719759,P4769
863158026718140,P4770
866699027791963,P4771
863158026719825,P4772
863158026709198,P4773
863158026720948,P4774
863158026724114,P4775
863158026716698,P4776
863158026723553,P4777
863158026722324,P4778
863158026725707,P4779
863158026720377,P4780
863158026706251,P4781
863158026704819,P4782
863158026705030,P4783
863158026729600,P4784
863158026706475,P4785
863158026725913,P4786
863158026710741,P4787
863158026724643,P4788
863158026724031,P4789
863158026725418,P4790
863158026729535,P4791
863158020754356,P4792
863158026715161,P4793
863158026709271,P4794
863158026713133,P4795
863158026711483,P4796
863158026718082,P4797
863158026713224,P4798
863158026716516,P4799
863158026713265,P4800
863158026718850,P4801
863158026713729,P4802
863158026724627,P4803
866699027794223,P4804
866699027792425,P4805
863158026701740,P4806
863158026724882,P4807
863158026713182,P4808
863158026721649,P4809
863158026713281,P4810
863158026716847,P4811
863158026712887,P4812
863158026719759,P4813
863158026718140,P4814
863158026724031,P4815
866699027791963,P4816
863158026724114,P4817
863158026706251,P4818
863158026713133,P4819
863158026716698,P4820
863158026704819,P4821
863158026723553,P4822
863158026725418,P4823
863158026729600,P4824
863158026725707,P4825
863158026725913,P4826
863158026720948,P4827
863158026717498,P4828
863158026711780,P4829
863158026713729,P4830
863158026724627,P4831
863158026713224,P4832
863158026716987,P4833
863158026716599,P4834
863158026715161,P4835
863158026721375,P4836
863158026718942,P4837
863158026718181,P4838
863158026712051,P4839
863158026718082,P4840
866699027794223,P4841
863158026721383,P4842
863158026701740,P4843
863158026708604,P4844
863158026706814,P4845
863158026713182,P4846
863158026724882,P4847
863158026717159,P4848
863158026711947,P4849
863158026712671,P4850
863158026713281,P4851
863158026721649,P4852
863158026716847,P4853
863158026719759,P4854
863158026718140,P4855
863158026733545,P4856
863158026713133,P4857
863158026734121,P4858
863158026712812,P4859
863158026711780,P4860
863158026716698,P4861
863158026719858,P4862
863158026713828,P4863
863158026715880,P4864
863158026714594,P4865
863158026724312,P4866
863158026714438,P4867
863158026725194,P4868
863158026722332,P4869
863158026721946,P4870
866699027795196,P4871
863158026713844,P4872
863158026701716,P4873
863158026701385,P4874
863158026716441,P4875
863158026731879,P4876
866699027795923,P4877
863158026702003,P4878
863158026710766,P4879
863158026710063,P4880
863158026707291,P4881
863158026703878,P4882
866699027794215,P4883
863158026723074,P4884
863158026704199,P4885
863158026716359,P4886
863158026725053,P4887
866699027794678,P4888
863158026723215,P4889
863158026702359,P4890
863158026715237,P4891
863158026701245,P4892
863158026721730,P4893
863158026703050,P4894
863158026716136,P4895
863158026731952,P4896
866699027792342,P4897
863158026706509,P4898
863158026728974,P4899
863158026708257,P4900
866699027795816,P4901
863158026707531,P4902
863158026733164,P4903
863158026706848,P4904
866699027795980,P4905
863158026732570,P4906
863158026715534,P4907
863158026707820,P4908
863158026732240,P4909
866699027795220,P4910
863158026702672,P4911
863158026708331,P4912
863158026707523,P4913
863158026702276,P4914
863158026727117,P4915
866699027790023,P4916
863158026706798,P4917
863158026704066,P4918
863158026705048,P4919
863158026710261,P4920
863158026710915,P4921
863158026729410,P4922
863158026714362,P4923
863158026723686,P4924
863158026710006,P4925
863158026727315,P4926
866699027795592,P4927
863158026704777,P4928
863158026723165,P4929
863158026708778,P4930
863158026727323,P4931
863158026724866,P4932
863158026710824,P4933
866699027789363,P4934
863158026713828,P4935
863158026718231,P4936
863158026710576,P4937
863158026724312,P4938
863158026714438,P4939
863158026731556,P4940
863158026732638,P4941
863158026714594,P4942
863158026704041,P4943
863158026715880,P4944
863158026703159,P4945
863158026715039,P4946
863158026729337,P4947
863158026725426,P4948
863158026711244,P4949
863158026702656,P4950
866699027795782,P4951
863158026725194,P4952
866699027793811,P4953
863158026732455,P4954
863158026722332,P4955
866699027795931,P4956
863158026721946,P4957
866699027795196,P4958
863158026701716,P4959
863158026702854,P4960
863158026713844,P4961
